'	exclamation	lex112884.1_ἒ
καλουμένῳ	verb	lex30505.1_καλέω
καλουμένη	verb	lex30505.1_καλέω
καλουμένην	verb	lex30505.1_καλέω
Θάμυρις	noun	lex2478.1_Θάμυρις
Θέμις	noun	lex27264.1_θέμις
Θέμις	noun	lex2495.1_Θέμις
Θέμιστι	noun	lex2495.1_Θέμις
Θέμιστι	noun	lex2496.1_Θέμιστις
Θέτι	noun	lex2520.1_Θέτις
Θέτιδι	noun	lex2520.1_Θέτις
Θέτιδος	noun	lex2520.1_Θέτις
Θέτιν	noun	lex2520.1_Θέτις
Θέτις	noun	lex2520.1_Θέτις
Θήβας	noun	lex2902.1_Θῆβαι
Θήβας	noun	lex2525.1_Θήβη
καλουμένῃ	verb	lex30505.1_καλέω
καλούμεθα	verb	lex30505.1_καλέω
καλούμεναι	verb	lex30505.1_καλέω
καλούμενοι	verb	lex30505.1_καλέω
καλούμενον	verb	lex30505.1_καλέω
καλούμενος	verb	lex30505.1_καλέω
καλοὺς	adjective	lex30879.1_καλός
καλούμεναι	verb	lex30505.1_καλέω
καλούμενοι	verb	lex30505.1_καλέω
καλούμενον	verb	lex30505.1_καλέω
καλούμενος	verb	lex30505.1_καλέω
καλοῖο	verb	lex30505.1_καλέω
καλοῖο	adjective	lex30879.1_καλός
καλοῦ	verb	lex30505.1_καλέω
καλοῦ	adjective	lex30879.1_καλός
καλοῦμεν	verb	lex30505.1_καλέω
καλοῦνται	verb	lex30505.1_καλέω
καλοῦντας	verb	lex30505.1_καλέω
καλοῦσι	verb	lex30505.1_καλέω
καλοῦσιν	verb	lex30505.1_καλέω
καλυπτόμενον	verb	lex30896.1_καλύπτω
καλυψάμενος	verb	lex30896.1_καλύπτω
καλύπτειν	verb	lex30896.1_καλύπτω
καλύπτοντος	verb	lex30896.1_καλύπτω
καλύπτων	verb	lex30896.1_καλύπτω
καλύψας	verb	lex30896.1_καλύπτω
καλὰ	adjective	lex30879.1_καλός
καλὰς	adjective	lex29277.1_κάλως
καλά	adjective	lex30879.1_καλός
καλὲ	adjective	lex30879.1_καλός
καλέσας	verb	lex30505.1_καλέω
καλὴ	adjective	lex29277.1_κάλως
καλὴν	adjective	lex30879.1_καλός
καλήν	adjective	lex30879.1_καλός
καλὸν	adjective	lex30879.1_καλός
καλὸς	adjective	lex30879.1_καλός
καλύπτουσαι	verb	lex30896.1_καλύπτω
καλῆς	adjective	lex30879.1_καλός
καλῆς	verb	lex30505.1_καλέω
καλῇ	adjective	lex30879.1_καλός
καλῇ	verb	lex30505.1_καλέω
καλῶν	noun	lex29591.1_κήλη
καλῶν	verb	lex30505.1_καλέω
καλῶν	noun	lex29239.1_κάλη
καλῶν	adjective	lex30879.1_καλός
καλῶς	adjective	lex30879.1_καλός
καλῷ	adjective	lex30879.1_καλός
καμάτου	noun	lex29280.1_κάματος
καμέτην	verb	lex29294.1_κάμνω
καμίνῳ	noun	lex29285.1_κάμινος
καμοῦσα	verb	lex29294.1_κάμνω
καμπτόμενον	verb	lex29302.1_κάμπτω
καμφθήτω	verb	lex29302.1_κάμπτω
καμάτῳ	noun	lex29280.1_κάματος
κανάχιζε	verb	lex31027.1_καναχίζω
καναχὴν	adjective	lex31032.1_καναχός
καναχὴν	noun	lex31024.1_καναχή
κανθοί	noun	lex31059.1_κανθός
κανονίζεται	verb	lex31070.1_κανονίζω
κανόνα	noun	lex31083.1_κανών
κανόνες	noun	lex31083.1_κανών
κανόνι	noun	lex31083.1_κανών
κανόνος	noun	lex31083.1_κανών
κανών	noun	lex31083.1_κανών
κανών	verb	lex29716.1_καίνω
κανόνες	noun	lex31083.1_κανών
κανὼν	noun	lex31083.1_κανών
κανὼν	verb	lex29716.1_καίνω
κανῶν	noun	lex29319.1_κάνεον
κανῶν	verb	lex29716.1_καίνω
καπνοδόκη	noun	lex31123.1_καπνοδόκη
καπνοῦ	noun	lex31134.1_καπνός
καπνοῦ	verb	lex31133.1_καπνόομαι
καπνὸν	noun	lex31134.1_καπνός
καπνὸς	noun	lex31134.1_καπνός
καπνῶν	noun	lex29338.1_κάπνη
καπνῶν	noun	lex31134.1_καπνός
καρατομήσας	verb	lex31183.1_καρατομέω
καρδία	verb	lex31198.1_καρδιάω
καρδία	noun	lex31192.1_καρδία
καρδίαν	verb	lex31198.1_καρδιάω
καρδίαν	noun	lex31192.1_καρδία
καρδίη	verb	lex31198.1_καρδιάω
καρδίη	noun	lex31192.1_καρδία
καρδίᾳ	noun	lex31192.1_καρδία
καρηκομόωντες	verb	lex31234.1_καρηκομόω
καρηκομόωντες	verb	lex31235.1_καρηκομόωντες
καρπαλίμως	adjective	lex31269.1_καρπάλιμος
καρπαλίμως	adjective	lex31269.1_καρπάλιμος
καρποὺς	noun	lex31326.1_καρπός2
καρποὺς	noun	lex31325.1_καρπός1
καρποῦσθαι	verb	lex31331.1_καρπόω
καρπὸν	noun	lex31325.1_καρπός1
καρπὸν	noun	lex31326.1_καρπός2
καρπὸς	noun	lex31326.1_καρπός2
καρπὸς	noun	lex31325.1_καρπός1
καρπῶν	verb	lex31331.1_καρπόω
καρπῶν	noun	lex31325.1_καρπός1
καρπῶν	noun	lex31326.1_καρπός2
καρπῶν	verb	lex31273.1_καρπέω
καρπῷ	noun	lex31326.1_καρπός2
καρπῷ	noun	lex31325.1_καρπός1
καρτερικός	adjective	lex31355.1_καρτερικός
καρτερικὸν	adjective	lex31355.1_καρτερικός
καρτερικὼ	adjective	lex31355.1_καρτερικός
Θήβην	noun	lex2525.1_Θήβη
Θήβης	noun	lex2525.1_Θήβη
Θήβῃ	noun	lex2525.1_Θήβη
Θαΐς	noun	lex2537.1_Θαίς
Θαλείας	noun	lex2470.1_Θάλεια
Θαλείας	noun	lex27208.1_θάλεια
Θαλλίας	noun	lex27428.1_θαλλία
Θαλυσιάδης	noun	lex2547.1_Θαλυσιάδης
Θαλῆν	verb	lex27354.1_θαλέω
Θαλῆν	noun	lex2548.1_Θαλῆς
Θαλῆν	verb	lex28165.1_θηλέω
Θαλῆν	verb	lex27211.1_θάλλω
καρτεροῖς	adjective	lex31364.1_καρτερός
καρτεροῖς	verb	lex31367.1_καρτερόω
καρτεροῖς	verb	lex31351.1_καρτερέω
καρτερός	adjective	lex31364.1_καρτερός
καρτερώτατον	adjective	lex31364.1_καρτερός
καρτερῶς	verb	lex31367.1_καρτερόω
καρτερῶς	adjective	lex31364.1_καρτερός
καρὸς	noun	lex29356.1_κάρ
κασίγνηται	noun	lex31448.1_κασιγνήτη
κασιγνήτοιο	noun	lex31442.1_κασίγνητος
κασιγνήτου	noun	lex31442.1_κασίγνητος
κασιγνήτῳ	noun	lex31442.1_κασίγνητος
κασιγνητικοῦ	adjective	lex31449.1_κασιγνητικός
κασιγνήτη	noun	lex31448.1_κασιγνήτη
κασιγνήτοιο	noun	lex31442.1_κασίγνητος
κασιγνήτοισι	noun	lex31442.1_κασίγνητος
κασιγνήτους	noun	lex31442.1_κασίγνητος
κασιγνήτων	noun	lex31442.1_κασίγνητος
κασσίτερον	noun	lex31457.1_κασσίτερος
κασσιτέρου	noun	lex31457.1_κασσίτερος
κασσιτέρου	verb	lex31461.1_κασσιτερόω
κασίγνητοι	noun	lex31442.1_κασίγνητος
κατ'	preposition	lex31485.1_κατά
κατά	preposition	lex31485.1_κατά
κατάβασιν	noun	lex31486.1_κατάβασις
κατάγνωσιν	noun	lex31508.1_κατάγνωσις
κατάλεγε	verb	lex32369.1_καταλέγω
κατάλεξαι	verb	lex32369.1_καταλέγω
κατάληξιν	noun	lex31604.1_κατάληξις
κατάληξις	noun	lex31604.1_κατάληξις
κατάλληλον	adjective	lex31609.1_κατάλληλος
κατάλυμα	noun	lex31612.1_κατάλυμα
κατάξας	verb	lex31507.1_κατάγνυμι
κατάξας	verb	lex31741.1_κατάσσω
κατάξας	verb	lex31515.1_κατάγω
κατάρα	noun	lex31702.1_κατάρης
κατάρα	noun	lex31692.1_κατάρα
κατάρατα	adjective	lex31696.1_κατάρατος
κατάρατον	adjective	lex31696.1_κατάρατος
κατάρατον	verb	lex31855.1_καταίρω
κατάρξαντες	verb	lex31722.1_κατάρχω
κατάρτη	verb	lex32913.1_καταρτάω
κατάρχοι	verb	lex31722.1_κατάρχω
κατάσκοποι	noun	lex31733.1_κατάσκοπος
κατάσκοπον	noun	lex31733.1_κατάσκοπος
κατάσπειρε	verb	lex33026.1_κατασπείρω
κατάσσω	verb	lex31741.1_κατάσσω
κατάστασιν	noun	lex31743.1_κατάστασις
κατάστημα	noun	lex31750.1_κατάστημα
κατάσχοι	verb	lex31832.1_κατέχω
κατέδονται	verb	lex31818.1_κατέδω
κατέδονται	verb	lex33510.1_κατεσθίω
κατέθεντο	verb	lex33156.1_κατατίθημι
κατέθηκε	verb	lex33156.1_κατατίθημι
κατέθορε	verb	http://data.perseus.org/collections/_κατά-θρῴσκω
κατέκλυσεν	verb	lex32261.1_κατακλύζω
κατέκρινε	verb	lex32313.1_κατακρίνω
κατέκτα	verb	lex32341.1_κατακτείνω
κατέλαβεν	verb	lex32387.1_καταλαμβάνω
κατέλειψε	verb	lex32393.1_καταλείβω
κατέλειψεν	verb	lex32393.1_καταλείβω
κατέλιπε	verb	lex32418.1_καταλιμπάνω
κατέλιπεν	verb	lex32418.1_καταλιμπάνω
κατέλιπον	verb	lex32418.1_καταλιμπάνω
κατέμεινεν	verb	lex32471.1_καταμένω
κατέναντα	adverb	lex31821.1_κατέναντα
κατένωπα	adverb	lex31824.1_κατένωπα
κατέπηξεν	verb	lex32659.1_καταπήγνυμι
κατέπινεν	verb	lex32664.1_καταπίνω
κατέρεξεν	verb	lex32864.1_καταρρέζω
κατέσειον	verb	lex32931.1_κατασείω
κατέστησας	verb	lex29807.1_καθίστημι
κατέσχε	verb	lex31832.1_κατέχω
κατέσχεν	verb	lex31832.1_κατέχω
κατέφλεξε	verb	lex33261.1_καταφλέγω
κατέφλεξεν	verb	lex33261.1_καταφλέγω
κατέχει	verb	lex31832.1_κατέχω
κατέχει	verb	lex33303.1_καταχέω
κατέχειν	verb	lex31832.1_κατέχω
κατέχεται	verb	lex31832.1_κατέχω
κατέχευε	verb	lex33303.1_καταχέω
κατέχομεν	verb	lex31832.1_κατέχω
κατέχονται	verb	lex31832.1_κατέχω
κατέψηξεν	verb	lex33370.1_καταψήχω
κατήπειγεν	verb	lex33474.1_κατεπείγω
καταΐγδην	adverb	lex31851.1_καταίγδην
καταβάλλειν	verb	lex31861.1_καταβάλλω
καταβάλλομαι	verb	lex31861.1_καταβάλλω
καταβάλλοντα	verb	lex31861.1_καταβάλλω
καταβάλλω	verb	lex31861.1_καταβάλλω
καταβάλλων	verb	lex31861.1_καταβάλλω
καταβάσεως	noun	lex31486.1_κατάβασις
καταβέβληκεν	verb	lex31861.1_καταβάλλω
καταβήσεο	verb	lex31869.1_καταβαίνω
καταβαίνειν	verb	lex31869.1_καταβαίνω
καταβαρύναντες	verb	lex31877.1_καταβαρύνω
καταβεβηκώς	verb	lex31869.1_καταβαίνω
καταβιβασμὸν	noun	lex31900.1_καταβιβασμός
καταβιβασμῶ	noun	lex31900.1_καταβιβασμός
Θανάτου	noun	lex2480.1_Θάνατος
Θανάτου	noun	lex27224.1_θάνατος
Θανάτου	verb	lex27494.1_θανατόω
Θαρσῶ	verb	lex27504.1_θαρσέω
Θεαγένης	noun	lex2581.1_Θεαγένης
Θεανοῦς	noun	lex2583.1_Θεανώ
Θεανὼ	noun	lex2583.1_Θεανώ
Θεοπόμπω	noun	lex2699.1_Θεόπομπος
Θερμώδοντι	noun	lex2644.1_Θερμώδων
καταβὰς	verb	lex31869.1_καταβαίνω
καταβέβηκας	verb	lex31869.1_καταβαίνω
καταβήμεναι	verb	lex29772.1_καθάπτω
καταβήμεναι	verb	lex31869.1_καταβαίνω
καταγάζονται	verb	http://data.perseus.org/collections/_κατά-ἄγαμαι
καταγάζονται	verb	http://data.perseus.org/collections/_κατά-ἀγάζω
καταγαζόμεναι	verb	http://data.perseus.org/collections/_κατά-ἀγάζω
καταγαζόμεναι	verb	http://data.perseus.org/collections/_κατά-ἄγαμαι
καταγελῶσι	verb	lex31964.1_καταγελάω
καταγνωσθῆναι	verb	lex31977.1_καταγιγνώσκω
καταγωγοὺς	adjective	lex32014.1_καταγωγός
καταγωγάς	noun	lex32011.1_καταγωγή
καταγωνίζεται	verb	lex32015.1_καταγωνίζομαι
καταγωνίσασθαι	verb	lex32015.1_καταγωνίζομαι
καταγωνισθῆναι	verb	lex32015.1_καταγωνίζομαι
καταγῆν	verb	http://data.perseus.org/collections/_κατά-ἀγάω
καταδαπανῶ	verb	lex32047.1_καταδαπανάω
καταδύεται	verb	lex32104.1_καταδύω
καταδύντες	verb	lex32104.1_καταδύω
καταδύεσθαι	verb	lex32104.1_καταδύω
καταδύμεναι	verb	lex32104.1_καταδύω
καταδύνει	verb	lex32104.1_καταδύω
καταδύνει	verb	lex32103.1_καταδύνω
καταδῦναι	verb	lex32103.1_καταδύνω
καταδῦναι	verb	lex32104.1_καταδύω
καταείνυον	verb	lex31848.1_καταέννυμι
καταθύμιον	adjective	lex32156.1_καταθύμιος
καταθύμιον	verb	lex32152.1_καταθυμέω
καταθύμιος	adjective	lex32156.1_καταθύμιος
καταθῦσαι	verb	lex32157.1_καταθύω
καταιγίδας	noun	lex32165.1_καταιγίς
καταιγίδες	noun	lex32165.1_καταιγίς
καταιγὶς	noun	lex32165.1_καταιγίς
καταιγίδων	noun	lex32165.1_καταιγίς
καταισχύνεται	verb	lex32182.1_καταισχύνω
καταισχύνῃ	verb	lex32182.1_καταισχύνω
κατακάμπτειν	verb	lex32192.1_κατακάμπτω
κατακέχρηται	verb	http://data.perseus.org/collections/_κατά-χράω2
κατακαίριον	adjective	lex32202.1_κατακαίριος
κατακαῦσαι	verb	lex32203.1_κατακαίω
κατακλείεσθαι	verb	lex32249.1_κατακλείω
κατακλείονται	verb	lex32249.1_κατακλείω
κατακλείστους	adjective	lex31558.1_κατάκλειστος
κατακλεῖδα	noun	lex32248.1_κατακλείς
κατακλιθῆναι	verb	lex32244.1_κατακλίνω
κατακλυσμοῖς	noun	lex32260.1_κατακλυσμός
κατακλυσμὸν	noun	lex32260.1_κατακλυσμός
κατακλῶσιν	verb	lex32243.1_κατακλάω
κατακοιμήσει	noun	lex32271.1_κατακοίμησις
κατακοιμήσει	verb	lex32272.1_κατακοιμάω
κατακοιμισάσα	verb	lex32273.1_κατακοιμίζω
κατακοιμῶνται	verb	lex32272.1_κατακοιμάω
κατακοιρανέουσιν	verb	lex32278.1_κατακοιρανέω
κατακτάς	verb	lex32341.1_κατακτείνω
κατακτάς	adjective	lex32346.1_κατακτός
κατακτάμεναι	verb	lex32341.1_κατακτείνω
κατακτάμεναι	verb	lex32340.1_κατακτάομαι
κατακύπτειν	verb	lex32367.1_κατακύπτω
καταλάμπεται	verb	lex32368.1_καταλάμπω
καταλέλοιπε	verb	lex32418.1_καταλιμπάνω
καταλέξαιμι	verb	lex32369.1_καταλέγω
καταλήγοντα	verb	lex32373.1_καταλήγω
καταλήξαντα	verb	lex32373.1_καταλήγω
καταλήξεως	noun	lex31604.1_κατάληξις
καταλίπει	verb	http://data.perseus.org/collections/_κατά-λιπάω
καταλίπω	verb	lex32418.1_καταλιμπάνω
καταλαβεῖν	verb	lex32387.1_καταλαμβάνω
καταλαβόντα	verb	lex32387.1_καταλαμβάνω
καταλαβών	verb	lex32387.1_καταλαμβάνω
καταλαβόντες	verb	lex32387.1_καταλαμβάνω
καταλαβὼν	verb	lex32387.1_καταλαμβάνω
καταλαβών	verb	lex32387.1_καταλαμβάνω
καταλαμβάνει	verb	lex32387.1_καταλαμβάνω
καταλαμβάνεσθαι	verb	lex32387.1_καταλαμβάνω
καταλαμβανομένην	verb	lex32387.1_καταλαμβάνω
καταλαμβάνονται	verb	lex32387.1_καταλαμβάνω
καταλαμβάνοντι	verb	lex32387.1_καταλαμβάνω
καταλαμπομέναις	verb	lex32368.1_καταλάμπω
καταλείπει	verb	lex32418.1_καταλιμπάνω
καταλείπεται	verb	lex32418.1_καταλιμπάνω
καταλείψας	verb	lex32393.1_καταλείβω
καταλείψῃ	verb	lex32418.1_καταλιμπάνω
καταλείψῃ	noun	lex31599.1_κατάλειψις
καταλείψῃ	verb	lex32393.1_καταλείβω
καταλελειμμένος	verb	lex32418.1_καταλιμπάνω
καταλείπει	verb	lex32418.1_καταλιμπάνω
καταλιπεῖν	verb	lex32418.1_καταλιμπάνω
καταλιποῦσα	verb	lex32418.1_καταλιμπάνω
καταλιπῶν	verb	http://data.perseus.org/collections/_κατά-λιπάω
καταλιπῶν	verb	http://data.perseus.org/collections/_κατά-λιπάζω
καταλλήλως	adjective	lex31609.1_κατάλληλος
καταλλαγῆναι	verb	lex32425.1_καταλλάσσω
καταλληλότερον	adjective	lex31609.1_κατάλληλος
καταλοφάδεια	adverb	lex32442.1_καταλοφάδεια
καταλόγῳ	noun	lex31610.1_κατάλογος
καταλύσει	noun	lex31614.1_κατάλυσις
καταλύσει	verb	lex32461.1_καταλύω
καταλάβη	verb	http://data.perseus.org/collections/_κατά-λάπτω
